X, Y
-0.027273183,-11.00453294
0.487696121,-4.210199494
0.021076413,-9.368805497
-0.43812117,-15.99590795
0.391248635,-3.95174331
-0.414687081,-15.76484232
0.263953946,-5.656095212
0.473643333,-4.359780608
0.086739575,-8.454698109
0.401332006,-5.121533174
0.479589632,-3.093320684
0.096605486,-9.368641941
0.054109803,-9.705711122
-0.252433771,-14.09912355
0.215603834,-7.808394359
0.421327922,-4.98194323
0.280273723,-5.932296923
-0.294397911,-13.44816835
0.45176189,-4.805145135
0.288570316,-6.3620086
0.301787824,-6.187071268
0.037711532,-9.601084249
0.47764193,-3.106738806
-0.049300164,-10.92532577
-0.363592128,-15.11830906
-0.029324763,-10.84114531
-0.276314575,-13.39680207
0.039344617,-10.26274993
-0.234312673,-13.43963465
0.451621833,-4.866384601
0.17901609,-7.181194871
-0.282307057,-13.32983949
0.461895649,-3.687880352
0.074802378,-9.117787582
0.045121982,-8.601230194
-0.26785771,-14.45586901
-0.414738808,-16.30264553
0.214397281,-7.812450895
-0.163173762,-11.74214163
0.253377677,-7.144187284
0.352241684,-4.828031627
-0.103176848,-11.20531702
-0.200293675,-11.86336907
-0.413986021,-15.53252969
0.419876212,-4.288691214
0.485823831,-2.594899854
-0.106161484,-11.01054759
0.189523072,-7.204972231
-0.108328882,-10.72410667
-0.334741059,-14.61241238
0.338557389,-4.834235914
-0.478072049,-16.14379628
-0.322390067,-14.31713618
0.146788038,-8.627737248
-0.101320738,-10.3802501
-0.470288658,-15.5208361
0.473492285,-4.477144965
-0.028281539,-9.46509436
0.249705788,-6.549394017
-0.027216971,-10.16353538
-0.242715732,-13.39272026
-0.467925401,-16.10304984
0.446715992,-3.116694595
0.034501594,-10.19997305
-0.247212978,-12.31787262
0.476029535,-3.905910415
0.133665497,-9.175875443
-0.476061105,-16.1894981
-0.040946097,-10.86680596
0.046876585,-10.25402841
-0.409522777,-15.33147579
-0.065923503,-10.32787275
0.214402269,-7.412942156
-0.4376781,-16.18751597
0.138242287,-8.166389366
0.273707555,-6.329515975
-0.048076805,-10.37859608
0.456645656,-3.665538828
0.364049743,-5.067392093
-0.449584918,-15.40679795
0.131442146,-8.62982436
0.193836314,-6.928062867
0.345645856,-5.64947749
0.289732982,-5.810830965
0.256673097,-6.825460518
0.410322323,-5.247203817
-0.25786331,-12.59623923
-0.144363256,-11.58883152
-0.088755871,-11.92020412
-0.098905266,-11.70552723
-0.173542416,-11.82118373
-0.156415802,-12.63758942
0.469052934,-4.30857939
-0.129060149,-11.13003017
0.241903328,-7.792956879
-0.49621346,-16.77480217
-0.225473667,-13.02921288
-0.358609452,-14.22222925
0.028644881,-9.262046462
0.225230779,-7.366540454
-0.096438188,-12.21514715
0.126511697,-7.621217528
0.320242449,-4.924933319
-0.178303156,-12.44716478
0.173920053,-7.131357747
-0.154889673,-11.15542383
-0.166851155,-12.76402369
0.496183715,-3.802512235
-0.316763054,-13.58620809
0.336801437,-5.913629814
-0.232523726,-13.08727193
-0.016139993,-10.77595233
0.415094391,-4.791752788
-0.38797992,-15.11571354
-0.009430314,-10.08314673
-0.214278274,-12.85327368
0.003041051,-9.837396637
0.48500191,-3.5720014
0.113341697,-8.738401577
0.353295326,-5.348582378
-0.314601435,-14.65798604
0.084606472,-8.603126791
0.261327592,-5.553005803
-0.444654833,-15.59877507
-0.211369805,-13.76735639
0.182996179,-7.989701893
0.293828319,-6.242590555
0.125874447,-8.541606911
-0.46115865,-15.73014981
0.171702991,-6.753243597
-0.021955583,-9.332011764
0.47990877,-4.085911393
-0.153599416,-11.1147679
-0.493165126,-16.85449938
-0.461772494,-17.04761429
-0.39489717,-14.98516823
-0.031914662,-9.553104322
0.007251452,-10.13589286
0.248389224,-7.273634003
0.155990749,-8.764199646
-0.129652257,-10.7861558
-0.287597719,-12.79903815
0.096269603,-8.169834584
0.298711554,-6.298138156
0.337641995,-5.299295437
-0.474526316,-17.17591989
0.445975296,-3.28844829
0.438905044,-5.07576441
-0.214752071,-13.63999171
0.376800356,-5.869703578
0.343043097,-5.337474052
-0.357607521,-15.12886177
-0.477440376,-17.24346889
0.380460103,-5.827978712
0.075119046,-9.912582358
0.466020843,-4.403061316
-0.405871941,-14.36626432
-0.443788729,-15.87844002
-0.049706115,-9.740403115
-0.181749522,-11.87942658
0.042675285,-10.33783258
0.137063458,-7.990081813
-0.371656745,-14.60135115
0.070381657,-8.141338324
-0.120706188,-12.57314781
-0.469442896,-16.94120752
-0.340594894,-14.18794642
0.228190797,-7.663633928
0.228374032,-7.049251542
-0.177003006,-11.8364052
-0.140171789,-12.61014118
-0.219245049,-12.96240942
-0.057447999,-11.18508351
-0.476497088,-15.94135618
-0.480352396,-16.96969728
-0.265597585,-12.6628634
0.404829416,-4.251758874
0.153261771,-8.401951117
0.452025362,-3.745501911
-0.380557282,-15.4269953
0.273852203,-6.032430971
0.158394649,-7.750809836
0.153022684,-8.95901786
-0.409349493,-15.29352187
-0.222560268,-11.96896936
-0.101251075,-11.30713715
0.328245606,-4.997138331
0.178802263,-8.221082453
-0.430333172,-15.60812038
-0.133284209,-11.87232871
-0.104973214,-10.47336068
0.395424091,-4.167163524
-0.231480212,-12.42768673
-0.44388506,-15.93233895
0.103391631,-8.761415672
0.135758621,-8.372070785
0.027459773,-8.945875185
-0.039578773,-10.06326305
0.223651612,-6.635498408
0.229766449,-6.144689361
